그	1	11
기	2	12
긴	3	13
께	4	14
끼	5	15
남	6	16
니	7	17
도	8	18
된	9	19
라	10	1a
레	11	1b
르	12	1c
마	13	1d
미	14	1e
발	15	1f
보	18	22
봉	19	23
불	20	24
빠	22	26
사	23	27
상	26	2a
샘	43	3b
수	75	5b
스	76	5c
아	77	5d
엄	78	5e
용	79	5f
위	107	7b
은	108	7c
이	109	7d
인	110	7e
자	111	7f
잠	112	80
장	113	81
전	114	82
즈	115	83
책	116	84
초	117	85
카	118	86
코	119	87
크	120	88
키	121	89
템	122	8a
트	123	8b
포	124	8c
푸	125	8d
횃	126	8e
다	127	8f
가	128	90
지	129	91
의	130	92
부	131	93
여	132	94
드	133	95
걸	134	96
한	135	97
력	136	98
리	137	99
로	138	9a
어	139	9b
을	140	9c
안	141	9d
공	142	9e
능	143	9f
톱	144	a0
목	145	a1
에	146	a2
속	147	a3
매	148	a4
열	149	a5
격	150	a6
는	151	a7
진	152	a8
약	153	a9
성	154	aa
운	155	ab
를	156	ac
바	157	ad
대	158	ae
슬	159	af
모	160	b0
타	161	b1
시	162	b2
파	163	b3
든	164	b4
면	165	b5
번	166	b6
터	167	b7
나	168	b8
메	169	b9
일	170	ba
복	171	bb
러	172	bc
신	173	bd
하	174	be
입	175	bf
개	176	c0
오	177	c1
방	178	c2
음	179	c3
데	180	c4
있	181	c5
구	182	c6
물	183	c7
회	184	c8
만	185	c9
서	186	ca
벨	187	cb
독	188	cc
와	189	cd
비	190	ce
석	191	cf
준	192	d0
치	193	d1
세	194	d2
얼	195	d3
거	196	d4
험	197	d5
클	198	d6
해	199	d7
게	200	d8
제	201	d9
씨	202	da
으	203	db
주	204	dc
플	205	dd
업	206	de
앗	207	df
람	208	e0
무	209	e1
유	210	e2
효	211	e3
요	212	e4
려	213	e5
프	214	e6
까	215	e7
습	216	e8
버	217	e9
피	218	ea
브	219	eb
할	220	ec
고	221	ed
린	222	ee
티	223	ef
워	224	f0
더	225	f1
적	226	f2
식	227	f3
히	228	f4
됐	229	f5
중	230	f6
특	231	f7
없	232	f8
블	233	f9
반	234	fa
테	235	fb
화	236	fc
꽂	237	fd
들	238	fe
컨	239	ff
란	241	0101
득	242	0102
강	243	0103
혼	244	0104
빨	245	0105
과	246	0106
경	247	0107
쓰	248	0108
먹	249	0109
내	250	010a
작	251	010b
롯	252	010c
심	253	010d
명	254	010e
조	255	010f
않	256	0110
잘	257	0111
쇠	258	0112
래	259	0113
던	260	0114
차	261	0115
소	262	0116
금	263	0117
투	264	0118
느	265	0119
몬	266	011a
롤	267	011b
뽑	268	011c
되	269	011d
못	270	011e
겨	271	011f
끈	272	0120
달	273	0121
별	274	0122
건	275	0123
탈	276	0124
탄	277	0125
언	278	0126
선	279	0127
힘	280	0128
결	281	0129
읽	282	012a
계	283	012b
길	284	012c
디	285	012d
확	286	012e
딱	287	012f
루	288	0130
찬	289	0131
질	290	0132
철	291	0133
줄	292	0134
저	293	0135
머	294	0136
재	295	0137
예	296	0138
글	297	0139
체	298	013a
록	299	013b
새	300	013c
배	301	013d
림	302	013e
감	303	013f
른	304	0140
알	305	0141
두	306	0142
토	307	0143
너	308	0144
킬	309	0145
날	310	0146
돌	311	0147
네	312	0148
베	313	0149
틀	314	014a
받	315	014b
녀	316	014c
범	317	014d
졌	318	014e
정	319	014f
변	320	0150
환	321	0151
삭	322	0152
최	323	0153
곳	324	0154
앞	325	0155
단	326	0156
커	327	0157
우	328	0158
폭	329	0159
좋	330	015a
망	331	015b
죽	332	015c
릴	333	015d
염	334	015e
맞	335	015f
톤	336	0160
골	337	0161
볼	338	0162
숨	339	0163
끔	340	0164
었	341	0165
현	342	0166
녹	343	0167
창	344	0168
뒤	345	0169
맷	346	016a
았	347	016b
했	348	016c
큰	349	016d
맛	350	016e
탱	351	016f
랑	352	0170
짝	353	0171
붙	354	0172
퍼	355	0173
생	356	0174
합	357	0175
션	358	0176
왕	359	0177
곤	360	0178
양	361	0179
침	362	017a
딘	363	017b
박	364	017c
홀	365	017d
웨	366	017e
존	367	017f
따	368	0180
쿨	369	0181
쁜	370	0182
킥	371	0183
것	372	0184
쉽	373	0185
늘	374	0186
완	375	0187
겟	376	0188
렸	377	0189
갔	378	018a
름	379	018b
빈	380	018c
층	381	018d
간	382	018e
맵	383	018f
노	384	0190
산	385	0191
판	386	0192
울	387	0193
쓸	388	0194
팡	389	0195
흙	390	0196
귀	391	0197
후	392	0198
콤	393	0199
싱	394	019a
같	395	019b
촉	396	019c
쩍	397	019d
근	398	019e
빛	399	019f
긋	400	01a0
태	401	01a1
실	402	01a2
헤	403	01a3
봄	404	01a4
연	405	01a5
랜	406	01a6
동	407	01a7
컬	408	01a8
묵	409	01a9
닌	410	01aa
콘	411	01ab
닉	412	01ac
폰	413	01ad
호	414	01ae
분	415	01af
택	416	01b0
퀘	417	01b1
직	418	01b2
온	419	01b3
검	420	01b4
괴	421	01b5
튕	422	01b6
올	423	01b7
활	424	01b8
훨	425	01b9
씬	426	01ba
잊	427	01bb
쳐	428	01bc
벗	429	01bd
함	430	01be
져	431	01bf
칸	432	01c0
설	433	01c1
줍	434	01c2
본	435	01c3
원	436	01c4
셋	437	01c5
밑	438	01c6
둔	439	01c7
표	440	01c8
행	441	01c9
통	442	01ca
겠	443	01cb
덮	444	01cc
혀	445	01cd
멍	446	01ce
곰	447	01cf
휘	448	01d0
묻	449	01d1
낡	450	01d2
퉁	451	01d3
밋	452	01d4
렁	453	01d5
때	454	01d6
냄	455	01d7
칠	456	01d8
짠	457	01d9
흐	458	01da
말	459	01db
품	460	01dc
역	461	01dd
젤	462	01de
끌	463	01df
퓨	464	01e0
링	465	01e1
텔	466	01e2
민	467	01e3
첩	468	01e4
썩	469	01e5
패	470	01e6
융	471	01e7
런	472	01e8
눈	473	01e9
병	474	01ea
벼	475	01eb
겐	476	01ec
욕	477	01ed
쟁	478	01ee
애	479	01ef
럭	480	01f0
취	481	01f1
등	482	01f2
문	483	01f3
광	484	01f4
갈	485	01f5
샤	486	01f6
필	487	01f7
힐	488	01f8
몰	489	01f9
텐	490	01fa
렘	491	01fb
권	492	01fc
갚	493	01fd
몸	494	01fe
송	495	01ff
점	496	0200
왠	497	0201
많	498	0202
밝	499	0203
둑	500	0204
절	501	0205
풍	502	0206
싸	503	0207
겁	504	0208
킨	505	0209
뜨	506	020a
튼	507	020b
떨	508	020c
덜	509	020d
랐	510	020e
놓	511	020f
넣	512	0210
교	513	0211
끄	514	0212
집	515	0213
씀	516	0214
웃	517	0215
맡	518	0216
꺼	519	0217
낸	520	0218
씁	521	0219
난	522	021a
핀	523	021b
닳	524	021c
찢	525	021d
젖	526	021e
멋	527	021f
괜	528	0220
찮	529	0221
련	530	0222
폼	531	0223
촌	532	0224
낀	533	0225
슨	534	0226
섹	535	0227
헐	536	0228
컹	537	0229
짭	538	022a
짤	539	022b
떫	540	022c
꽉	541	022d
쓴	542	022e
맑	543	022f
륵	544	0230
톡	545	0231
쏘	546	0232
갱	547	0233
쭉	548	0234
척	549	0235
찐	550	0236
멈	551	0237
깨	552	0238
헛	553	0239
딧	554	023a
억	555	023b
혜	556	023c
엘	557	023d
릭	558	023e
펠	559	023f
증	560	0240
족	561	0241
쇄	562	0242
움	563	0243
즌	564	0244
멀	565	0245
춤	566	0246
캔	567	0247
백	568	0248
섀	569	0249
북	570	024a
껍	571	024b
돈	572	024c
뮬	573	024d
렛	574	024e
햄	575	024f
딤	576	0250
옐	577	0251
킹	578	0252
흑	579	0253
넌	580	0254
틸	581	0255
랙	582	0256
맨	583	0257
딩	584	0258
켈	585	0259
임	586	025a
좀	587	025b
룡	588	025c
빌	589	025d
셰	590	025e
믹	591	025f
락	592	0260
흡	593	0261
콜	594	0262
앙	595	0263
뿌	596	0264
멜	597	0265
훔	598	0266
액	599	0267
빔	600	0268
퀴	601	0269
칼	602	026a
채	603	026b
찍	604	026c
혹	605	026d
꿈	606	026e
꾸	607	026f
샷	608	0270
옥	609	0271
꽃	610	0272
참	611	0273
궁	612	0274
천	613	0275
붕	614	0276
육	615	0277
슈	616	0278
될	617	0279
찾	618	027a
팅	619	027b
솟	620	027c
깜	621	027d
출	622	027e
꽤	623	027f
영	624	0280
듬	625	0281
뿍	626	0282
료	627	0283
떤	628	0284
추	629	0285
냥	630	0286
밖	631	0287
뜰	632	0288
편	633	0289
넓	634	028a
밀	635	028b
승	636	028c
견	637	028d
댄	638	028e
싹	639	028f
얄	640	0290
볍	641	0291
친	642	0292
쉬	643	0293
당	644	0294
픈	645	0295
딪	646	0296
살	647	0297
군	648	0298
낼	649	0299
닦	650	029a
럽	651	029b
땅	652	029c
뭔	653	029d
좌	654	029e
각	655	029f
숫	656	02a0
획	657	02a1
형	658	02a2
써	659	02a3
닥	660	02a4
봤	661	02a5
놀	662	02a6
짰	663	02a7
뭐	664	02a8
왔	665	02a9
걷	666	02aa
찼	667	02ab
막	668	02ac
야	669	02ad
럼	670	02ae
또	671	02af
줘	672	02b0
돼	673	02b1
떻	674	02b2
봐	675	02b3
렇	676	02b4
잡	677	02b5
처	678	02b6
관	679	02b7
둘	680	02b8
엥	681	02b9
응	682	02ba
났	683	02bb
잔	684	02bc
쪽	685	02bd
였	686	02be
누	687	02bf
엔	688	02c0
님	689	02c1
희	690	02c2
녕	691	02c3
싶	692	02c4
손	693	02c5
떠	694	02c6
법	695	02c7
며	696	02c8
탁	697	02c9
흠	698	02ca
냐	699	02cb
페	700	02cc
뜩	701	02cd
굉	702	02ce
힌	703	02cf
밭	704	02d0
옷	705	02d1
롭	706	02d2
째	707	02d3
뭘	708	02d4
짜	709	02d5
섞	710	02d6
깐	711	02d7
셨	712	02d8
팔	713	02d9
깊	714	02da
잖	715	02db
청	716	02dc
색	717	02dd
걱	718	02de
즘	719	02df
즐	720	02e0
털	721	02e1
벌	722	02e2
익	723	02e3
왜	724	02e4
례	725	02e5
뿐	726	02e6
먼	727	02e7
갖	728	02e8
빼	729	02e9
몇	730	02ea
짚	731	02eb
줬	732	02ec
굴	733	02ed
허	734	02ee
깃	735	02ef
덕	736	02f0
겉	737	02f1
끝	738	02f2
답	739	02f3
탕	740	02f4
펼	741	02f5
셔	742	02f6
죠	743	02f7
둥	744	02f8
뚫	745	02f9
덤	746	02fa
섭	747	02fb
흥	748	02fc
뒷	749	02fd
롱	750	02fe
넘	751	02ff
댁	752	0300
왼	753	0301
뵙	754	0302
밌	755	0303
뻐	756	0304
닐	757	0305
낌	758	0306
쩐	759	0307
돕	760	0308
냈	761	0309
꾼	762	030a
휴	763	030b
듣	764	030c
뒀	765	030d
옆	766	030e
맙	767	030f
쎄	768	0310
립	769	0311
악	770	0312
껏	771	0313
숙	772	0314
쯤	773	0315
김	774	0316
접	775	0317
큼	776	0318
흩	777	0319
벅	778	031a
쫓	779	031b
밟	780	031c
둠	781	031d
콩	782	031e
짓	783	031f
섬	784	0320
갑	785	0321
암	786	0322
붓	787	0323
순	788	0324
펀	789	0325
꿰	790	0326
삼	791	0327
쩔	792	0328
둬	793	0329
렀	794	032a
옮	795	032b
곧	802	0332
렴	803	0333
닮	804	0334
담	805	0335
쁘	806	0336
듯	807	0337
얌	808	0338
햇	809	0339
볕	810	033a
겪	811	033b
캐	812	033c
케	813	033d
껴	814	033e
뀌	815	033f
잃	816	0340
쩡	817	0341
릇	818	0342
눠	819	0343
혈	820	0344
략	821	0345
뛰	822	0346
닷	823	0347
갇	824	0348
향	825	0349
얘	826	034a
쭙	827	034b
헉	828	034c
엇	829	034d
깥	830	034e
충	831	034f
혔	832	0350
꾀	833	0351
칭	834	0352
떴	835	0353
맘	836	0354
늦	837	0355
십	838	0356
꿀	839	0357
월	840	0358
눌	841	0359
렌	842	035a
쪼	843	035b
덥	844	035c
엽	845	035d
쏜	846	035e
벽	847	035f
넋	848	0360
